age,gender,height,weight
22790,2,185,86
18236,1,165,58
20264,1,149,68
22800,2,168,70
21102,1,168,66
21841,1,158,86
14567,1,164,62
17499,1,160,52
20732,1,160,60
16998,1,170,68
22690,2,184,113
22017,1,157,74
17286,1,153,49
17481,1,159,70
19744,1,165,79
20376,1,164,70
23175,1,156,55
16903,2,168,75
17555,1,165,85
21988,2,167,64
23379,2,170,73
18237,2,170,85
18915,1,156,60
17389,1,162,68
15367,2,169,92
22023,1,165,84
20236,1,167,78
19214,1,163,64
17809,2,160,66
23455,1,166,92
21384,2,170,72
21904,2,157,80
19100,2,162,68
18125,1,150,67
21323,1,165,85
19787,1,169,63
21086,2,180,148
22620,1,161,73
17542,1,156,62
23090,1,163,76
16518,1,162,61
22762,2,160,60
22449,1,148,58
20432,2,171,71
16552,1,155,93
19747,1,91,55
23187,2,168,82
19667,1,169,69
18771,1,160,56
18295,1,170,75
19676,1,139,61
20009,1,160,55
19772,1,167,69
22062,1,167,78
19787,2,170,70
21228,2,158,63
22678,1,159,75
14933,1,165,75
18058,2,158,54
20629,1,154,71
20544,1,146,57
21841,1,158,58
21230,2,160,88
14396,2,168,72
17377,1,170,77
15227,1,155,65
21743,1,160,60
22646,2,165,52
17330,1,156,58
21911,1,165,72
20591,1,165,84
19040,1,167,70
15927,2,172,78
18124,2,165,72
21346,2,175,86
23232,1,163,77
15445,1,159,65
23357,2,164,68
17275,1,160,74
14440,2,185,95
15305,2,158,58
20243,1,170,72
23409,1,153,92
18689,2,172,61
19750,1,170,71
23576,1,185,95
17323,1,163,61
22573,2,170,70
21042,1,168,113
20994,2,172,75
21274,2,175,70
23234,2,171,75
20512,1,152,72
21806,2,172,85
14680,2,176,79
23212,1,165,70
18328,1,171,75
16046,1,159,62
22632,1,149,71
16071,2,170,70
14657,2,161,56
20393,2,170,78
19010,1,150,69
23599,1,153,59
16826,2,179,83
18094,1,160,90
18310,2,176,82
21999,1,149,57
22591,1,157,81
19806,1,164,72
17629,1,167,70
23439,2,176,108
21007,1,162,88
23133,1,154,70
17370,1,159,92
21764,1,158,90
15339,2,174,68
22702,2,162,75
19689,1,167,71
21235,1,160,77
16206,1,162,53
21095,1,153,51
21872,1,168,57
21793,1,157,97
23579,1,154,48
20272,1,140,55
19664,2,169,70
15873,1,157,50
14727,1,165,59
18804,1,165,69
21310,1,152,80
19233,2,158,61
19793,1,156,72
19119,1,155,83
22711,1,155,49
16789,1,158,67
21664,1,160,78
22632,1,147,82
19754,2,172,75
22801,1,158,65
19592,1,164,72
21868,1,156,87
18379,1,165,68
14661,1,160,43
15249,1,156,48
22109,1,162,129
15432,1,157,60
14545,1,145,52
20284,1,164,67
16959,1,162,63
21950,1,166,75
18685,1,158,70
22608,1,161,78
17517,2,169,100
23623,1,165,85
19881,1,154,62
21646,2,167,77
19581,1,163,70
18798,1,174,69
15030,1,163,88
23279,1,165,99
17312,1,143,70
18337,1,149,73
18840,2,182,93
21068,1,165,63
19152,1,160,58
21128,2,172,82
18052,2,176,84
21225,1,153,71
14687,2,164,67
19688,1,160,63
16659,2,163,63
16341,1,157,64
19641,1,165,76
21511,1,165,66
14491,1,160,75
20700,1,160,67
16895,1,172,80
15868,1,158,83
18096,1,162,80
14845,2,170,74
20245,2,160,76
19688,1,152,59
22585,1,167,78
21387,2,164,49
17490,1,153,64
21265,2,157,65
18807,1,152,94
18085,1,162,67
15199,2,175,99
17769,2,180,70
23385,2,174,64
19771,1,157,63
17529,1,165,68
22831,1,159,56
15981,2,170,94
19109,1,160,95
21286,1,163,67
23322,2,164,95
21086,2,181,88
21910,1,165,87
21239,1,164,62
21097,1,159,54
22609,1,160,84
18283,2,165,69
18961,1,110,105
19706,2,163,70
22522,1,156,76
21984,2,158,69
20296,1,149,49
21093,1,158,66
19969,1,169,65
21003,2,166,78
18489,1,165,58
16121,1,169,60
21882,2,170,82
19563,1,178,78
20420,1,148,69
20459,1,173,86
19812,1,178,67
23472,1,165,78
16876,1,158,77
20213,1,155,103
18944,2,176,76
19717,1,168,79
21127,1,163,69
19600,1,159,61
21787,1,165,92
19125,1,169,75
21148,2,164,87
20205,1,151,51
19177,1,165,65
15961,1,152,92
18784,1,162,82
21937,1,150,92
17447,2,176,67
18134,2,176,74
15265,1,162,76
21006,1,161,74
15291,2,171,78
23428,1,163,68
20949,1,164,86
19679,1,163,76
21894,2,155,55
16651,1,167,64
22570,1,150,49
21904,1,158,62
22672,2,168,75
18206,1,167,64
14520,2,163,67
18106,2,174,77
22451,2,172,69
21750,1,158,55
20541,2,180,85
19164,1,164,76
18230,1,160,60
20123,1,147,57
19737,1,160,72
20625,1,153,72
19010,1,164,86
19044,1,163,70
22602,1,158,92
22626,1,154,93
20283,1,160,69
18864,1,152,59
18991,2,164,55
23592,1,167,62
22143,1,147,89
23283,1,157,70
15924,2,165,62
18363,1,173,80
19671,1,163,68
17222,1,158,102
22030,1,156,96
22450,2,165,68
19761,1,159,103
21108,1,148,78
16073,1,149,49
21892,1,175,99
18512,1,153,79
20975,1,168,65
19571,2,181,92
19752,2,163,62
18892,1,136,64
21141,2,161,67
19434,2,159,53
23174,2,165,70
22588,2,168,96
21284,2,165,60
22624,1,164,90
15330,1,170,64
17386,1,163,50
20340,1,170,76
19610,1,156,76
18235,2,167,78
21031,1,152,80
18099,1,168,65
16092,1,160,87
21863,1,165,92
17793,1,166,60
18879,1,163,99
18874,2,187,84
20305,1,173,78
20364,1,160,65
22147,1,158,58
18210,1,160,60
19917,1,150,83
15346,2,166,65
21088,1,153,50
19706,2,170,68
21085,2,182,102
18980,1,158,75
23492,2,160,82
18953,1,164,120
14618,2,173,54
19756,2,159,89
21793,1,162,64
21236,1,146,52
22423,1,154,113
21005,2,180,130
22027,1,160,50
16118,1,156,45
20541,2,165,65
21140,1,163,90
20296,1,163,65
18112,1,168,74
16619,1,169,72
18945,1,154,105
19871,2,170,88
16042,1,168,69
21897,1,153,70
21719,1,164,72
19040,1,160,72
18181,1,165,88
16028,1,154,44
19200,1,164,68
20379,1,164,83
23178,1,161,63
16301,1,163,69
22516,1,165,56
16651,2,174,71
16545,2,168,72
21170,1,152,44
20213,2,168,75
14429,2,178,80
18852,2,170,75
18507,2,174,89
22443,1,154,54
20488,1,169,70
18235,1,158,98
16156,1,160,75
21856,2,167,90
19543,1,162,66
18218,1,165,99
20515,1,164,66
21779,2,172,87
20512,2,175,76
16060,1,153,54
20535,2,170,88
18997,1,165,95
15941,1,165,60
16787,2,180,84
21199,1,162,50
21635,1,158,69
18294,1,156,56
22761,2,170,74
22720,2,165,62
23340,2,170,86
18361,1,144,66
14447,1,160,74
18415,1,165,69
17363,2,174,58
18235,1,152,67
21137,1,160,85
21393,2,184,72
16557,1,162,65
23165,1,158,67
14729,2,180,164
23347,1,168,59
15328,2,170,65
21176,2,159,68
18152,1,165,80
19241,2,176,72
16954,1,165,68
21250,2,178,96
19607,2,171,79
18341,2,170,96
16737,2,169,71
18852,2,176,100
20535,1,147,61
15471,1,163,78
16843,1,164,67
22332,1,147,100
23452,2,155,50
19609,2,159,57
21331,2,187,78
23234,1,156,62
14360,1,152,99
18049,2,165,68
15188,1,158,68
19135,2,155,55
21222,1,156,65
15425,1,172,70
16577,1,165,72
16700,1,158,98
19040,1,160,86
20943,2,161,83
21965,1,165,69
17392,1,166,88
18085,2,165,57
15935,1,168,86
15372,2,173,56
22589,1,170,78
20424,1,162,90
21661,1,155,70
18126,2,180,78
16558,2,168,70
21077,2,183,83
19747,2,175,70
18756,2,166,80
22487,1,157,78
19043,1,165,102
19893,1,166,74
23191,2,182,83
19777,1,169,72
18085,1,156,89
18724,1,161,68
20598,1,157,72
16989,1,169,74
20584,1,172,86
15984,1,161,68
18907,2,166,72
23397,2,165,85
19726,1,155,90
14569,2,176,97
18220,1,162,61
15222,1,162,79
15918,1,174,74
19823,1,168,68
21916,2,176,93
18250,1,157,79
18902,1,170,90
21153,1,163,63
17696,2,170,70
18999,2,179,84
17785,2,169,75
21813,2,182,124
18485,1,167,64
21914,1,162,99
19710,2,161,82
21290,1,170,71
18361,1,159,81
20391,1,148,83
21812,2,198,90
19628,1,163,110
19541,1,171,56
17506,2,165,66
21234,1,163,67
22733,2,166,88
19702,2,175,75
20467,1,165,78
19628,1,169,79
19619,1,167,68
16100,1,167,68
22097,2,161,70
19088,1,60,69
22737,2,164,67
21886,2,163,61
20559,2,181,84
21143,1,168,75
14454,1,162,52
22871,2,162,70
20389,1,168,69
21068,1,159,87
20490,1,164,71
19191,1,160,65
16790,1,172,69
16898,2,167,68
15300,1,155,52
22356,2,179,72
21301,1,158,65
22108,1,176,80
19965,1,160,61
19861,1,164,88
19857,1,153,70
19737,2,168,98
21932,1,154,58
22532,1,165,68
14613,1,166,50
18121,2,180,94
21124,1,155,69
22055,2,167,78
14749,2,175,85
14750,1,162,72
21819,2,170,74
15943,1,168,59
17426,1,167,72
16093,2,156,60
23307,2,173,64
19011,2,165,58
16059,2,165,72
17443,1,159,83
21259,1,165,73
22044,1,160,60
14322,1,162,50
21477,1,160,63
15902,1,160,60
21131,1,156,71
20553,1,165,65
14924,1,170,64
14438,2,170,70
21006,2,156,70
22210,2,175,115
21308,2,165,65
20695,1,156,65
17460,1,154,80
23222,2,171,75
16699,2,160,68
19935,1,168,75
16644,1,167,75
18480,1,156,77
20305,2,170,76
19054,1,154,60
19699,2,168,75
14625,1,158,60
21915,1,169,75
20486,1,165,80
20426,1,159,86
18368,1,168,62
22665,2,166,69
23473,1,157,75
16677,1,165,67
18458,1,162,70
19764,1,156,79
18548,1,157,65
18978,1,162,68
14757,1,155,55
19265,1,169,64
18112,1,177,78
20289,2,173,97
22079,1,171,68
15331,2,170,69
20558,2,173,88
22025,1,155,84
16833,1,162,75
15279,2,168,67
21984,1,158,82
23370,1,174,65
19713,1,157,63
19826,2,176,66
14625,1,151,58
20237,2,179,70
21875,2,152,85
18389,1,165,65
21183,1,151,93
21310,1,167,70
21798,1,165,65
14634,1,165,75
19690,2,170,120
20358,2,175,81
23196,1,164,113
23378,1,157,79
21293,2,176,92
16928,1,159,65
17626,2,167,71
19611,1,175,80
21885,1,150,66
21262,1,164,82
17415,1,164,75
19963,2,166,62
22562,1,168,66
21847,1,152,65
21626,2,170,67
19843,2,175,80
18299,2,176,75
21278,2,172,68
22036,1,160,65
18062,2,167,77
20644,1,163,61
16529,1,177,77
20287,2,172,75
15936,2,164,73
19027,2,160,60
20261,1,166,78
20204,1,158,60
18990,1,165,83
15580,2,169,79
18332,1,160,77
21387,1,163,76
16799,1,167,64
16621,1,164,70
17263,1,168,74
17492,1,166,78
22655,1,161,82
17676,1,151,100
23513,1,160,72
23340,2,163,70
20444,1,165,83
20318,1,159,65
20947,2,160,60
18288,1,164,62
17509,2,173,75
20219,1,165,70
21849,1,179,87
14507,1,163,57
16666,1,164,79
21939,2,172,79
18377,2,189,93
21728,1,169,60
15556,2,164,72
15975,1,150,76
21843,1,165,120
14338,1,156,62
14547,2,182,74
20544,1,158,67
17067,1,158,62
21395,2,178,86
18079,1,172,95
21830,2,164,78
20600,2,174,85
21341,2,160,62
18990,1,162,90
21254,2,166,83
18332,1,150,92
19513,1,155,69
16476,2,182,65
20293,1,166,74
15268,2,160,70
19015,1,149,43
22013,1,151,65
14326,1,162,70
18126,1,170,84
18292,1,156,69
15218,2,169,65
16010,1,172,56
17526,2,165,65
14492,1,168,71
20224,1,165,66
21135,1,164,69
22117,1,163,71
21249,1,164,85
21728,1,153,37
21112,1,153,57
19119,1,156,78
19096,2,184,83
22006,1,146,66
20285,1,159,75
15925,1,156,80
18881,2,178,100
19042,1,148,60
20437,1,160,60
20475,1,163,67
18149,1,165,60
19169,1,168,68
19504,1,167,67
14548,1,165,79
16829,2,172,71
14384,1,167,102
16047,2,178,92
18916,1,159,63
18793,2,170,95
19164,1,170,85
22210,1,164,65
15213,1,153,86
15181,2,162,56
21888,1,156,100
18901,1,166,76
23224,1,167,81
22670,1,165,80
18932,1,162,67
23362,2,175,80
16557,1,157,70
15282,2,173,72
18227,1,162,101
15661,1,167,64
16774,1,156,47
18144,2,177,78
19568,2,170,80
18270,1,160,60
22428,2,165,67
14573,1,175,95
21786,1,168,64
19842,1,152,73
22605,2,171,68
17668,2,179,79
16722,1,156,65
15929,2,170,81
14438,1,160,58
23239,2,170,72
20427,2,163,75
18324,1,157,64
23357,1,160,75
19716,2,164,85
21292,2,177,88
23129,2,165,87
22478,2,169,90
18043,2,171,114
18940,2,168,72
22037,1,165,56
18242,2,164,55
21002,2,174,84
16799,1,164,94
15912,2,170,70
17330,1,166,93
15883,1,160,83
14740,2,163,65
22361,2,172,59
20471,2,175,75
19530,2,170,72
19001,2,168,74
21778,1,156,74
20319,1,168,68
17388,1,162,58
23369,1,158,65
23154,1,162,71
19746,1,161,64
15864,1,154,58
19936,1,167,62
21905,1,169,70
21751,1,152,110
21097,1,168,72
18176,1,154,82
21053,2,160,70
20525,2,175,75
14537,1,159,52
21910,1,159,72
16837,2,160,80
23204,1,156,56
20279,1,155,90
23393,1,144,57
21724,1,174,86
21358,1,168,73
19655,2,166,66
20482,2,173,83
22815,1,160,65
22772,1,152,64
17494,1,158,85
18150,1,164,90
16142,2,175,80
17547,1,174,67
16691,1,165,71
21170,2,174,70
18203,1,162,70
18422,1,158,62
19156,2,176,90
23474,1,150,74
16122,2,172,75
21715,2,166,63
18014,1,165,65
22089,1,163,87
20672,1,167,67
22155,2,178,85
23448,1,156,61
20532,1,163,85
14725,2,170,70
19834,2,170,70
16157,2,160,58
20399,1,147,71
21933,1,153,53
15318,1,165,43
18817,1,165,67
20520,1,165,75
19463,1,167,84
22789,2,170,99
14567,2,170,74
19806,1,160,60
16937,1,154,73
19089,1,158,124
20969,1,161,67
16818,1,164,70
19086,1,162,72
19218,1,167,74
20980,1,160,76
14508,1,159,105
21359,2,170,85
18229,2,173,62
19607,1,166,62
19719,1,145,63
20245,1,156,60
22586,1,160,87
17647,1,162,70
22635,2,177,93
23287,2,169,67
18319,2,172,80
16586,1,170,109
18905,1,162,80
19473,2,168,54
21234,2,164,57
21457,1,168,72
14515,2,174,74
19474,1,169,68
20274,1,172,90
15910,1,165,78
18343,1,155,75
18140,2,176,90
23410,2,162,70
20408,2,177,22
21143,1,164,60
14782,1,159,62
16643,1,170,66
22583,1,161,64
22584,1,156,85
18838,1,167,64
20644,1,161,67
21076,2,180,106
17993,1,152,64
16061,1,163,71
16124,1,170,68
21234,2,164,64
18202,1,168,65
19940,2,175,70
16018,1,167,90
21266,1,153,77
15461,1,167,74
21607,1,164,80
16693,1,162,62
20406,2,150,77
19615,1,166,63
19062,2,167,67
21257,2,175,80
23459,1,143,97
18081,1,165,60
18387,1,161,78
23320,2,187,104
17477,1,162,95
20369,1,165,68
20420,2,166,65
15144,2,173,78
16669,1,160,105
21302,2,182,81
22387,1,158,60
18858,1,150,65
18302,1,172,84
21864,1,157,56
21977,1,166,86
18360,2,172,83
19803,1,153,73
18088,2,182,84
16656,1,159,89
18460,2,172,82
16592,1,158,90
20984,2,171,99
22586,1,163,60
16780,1,157,70
19852,2,176,74
22568,1,163,95
16830,1,154,97
20406,1,161,103
18896,2,169,54
19579,1,170,72
16943,1,163,71
20634,1,161,69
23409,1,148,60
18763,1,169,71
21428,1,171,72
16885,2,170,84
22811,2,175,98
20504,2,180,80
21971,2,166,74
19651,1,165,56
22545,1,166,70
18901,1,157,80
18354,1,150,70
22516,1,155,82
20434,1,162,108
18917,1,168,62
19965,1,165,57
18244,1,170,70
20267,1,168,66
16760,2,174,80
21636,2,182,83
20520,2,165,78
16895,1,164,103
19738,1,159,68
18162,1,169,65
21943,1,140,90
19018,2,156,79
14590,2,174,68
18932,1,159,72
18103,2,167,70
20620,1,151,77
20446,1,158,58
23444,2,170,69
15184,2,168,74
18511,2,170,95
20632,1,164,66
19029,2,161,62
18016,1,153,65
18841,1,162,71
22419,2,173,75
22642,1,149,44
16717,1,167,83
23378,2,173,92
21728,1,159,75
18987,1,151,67
21767,1,151,62
19191,1,161,72
18882,1,160,58
20564,2,160,60
22119,1,169,85
16863,1,160,59
20486,2,164,60
14637,1,167,61
22560,2,159,50
17656,2,170,96
19550,1,165,65
19152,2,160,72
14618,2,173,59
23328,1,161,67
18350,1,166,55
22479,1,182,94
17679,2,177,82
21849,1,162,92
20634,1,172,68
17525,2,172,60
21767,2,173,69
21355,1,164,84
20629,2,178,78
21283,2,172,92
20706,2,171,85
16614,1,162,85
15827,2,167,75
20310,1,163,80
23426,1,151,52
14407,2,167,104
19113,1,168,94
17650,2,169,72
14579,1,163,63
15819,2,168,65
14719,2,164,64
17393,2,166,87
18316,1,170,85
22805,1,165,62
21417,1,156,54
15956,2,172,63
20574,2,168,92
17441,1,163,88
21998,1,170,68
15919,1,167,71
15775,2,172,93
14403,1,161,80
18370,2,165,80
23228,1,170,72
15932,1,177,80
18076,1,156,60
18272,2,179,87
15992,2,172,94
18697,1,170,65
18905,2,156,54
18087,1,160,60
23410,1,166,81
17670,2,170,65
19565,1,156,49
14716,1,162,63
17448,1,169,53
21152,2,171,79
19113,1,163,63
19674,1,165,87
21960,1,159,105
19884,1,160,47
19798,2,174,75
19000,2,172,70
16597,1,172,83
14640,1,164,74
22534,1,156,84
23367,1,158,70
19031,1,158,48
18943,1,160,80
21930,1,170,87
18052,1,152,54
14634,1,162,53
19833,1,162,58
21410,1,156,54
17548,1,154,65
17599,1,160,104
21160,1,168,76
22639,1,166,71
18511,1,160,70
21966,1,160,69
20324,2,175,81
16727,2,160,77
22073,1,158,54
21764,2,170,65
21039,1,156,90
14565,1,175,85
21081,1,167,92
23420,1,160,66
21832,2,155,49
21215,1,156,50
18792,1,160,89
22030,1,164,65
17604,1,154,52
17362,1,170,70
21272,1,162,72
18038,1,175,72
19694,1,157,78
19045,2,169,67
21234,1,160,55
14584,1,163,84
19709,1,154,61
14923,1,178,78
19729,1,160,72
21958,1,150,62
21727,1,170,97
17585,2,172,70
19835,1,168,65
20368,1,162,79
19721,2,172,62
19799,1,157,96
21730,1,159,85
21322,1,164,70
17592,2,156,72
19872,2,168,68
15513,1,163,58
19176,1,153,61
20290,1,163,93
15105,2,168,52
19199,1,167,69
16774,1,157,65
21158,1,170,70
15280,1,162,73
17701,2,152,58
18271,1,156,77
18019,2,165,70
15324,2,169,92
16701,1,161,50
21017,1,171,68
16833,2,178,67
16847,1,156,66
21135,1,158,63
16134,1,168,91
21934,2,170,89
15476,1,172,81
17355,1,161,82
14404,1,163,64
21260,2,178,76
17510,2,175,73
20473,2,165,89
21034,1,167,84
22473,2,158,69
19689,1,162,79
18298,2,170,75
15938,1,170,68
17453,1,109,64
21074,2,169,75
23165,1,164,64
16607,2,164,70
16889,1,162,52
23232,1,140,60
19687,1,158,73
19540,1,167,70
19767,2,162,61
21473,1,165,68
22713,1,160,86
16669,1,162,61
20593,1,174,75
15351,1,158,85
18285,1,163,67
18718,1,156,89
19604,2,178,78
22091,2,170,80
18211,1,159,82
16052,1,163,70
15825,1,168,65
19926,1,166,65
21303,2,171,84
21146,2,164,82
21873,1,159,79
19112,2,173,60
19667,1,158,64
15115,1,158,70
14580,2,175,74
20919,2,169,72
19717,2,160,65
18877,2,170,64
18695,2,165,53
20294,1,170,69
16212,1,159,124
16011,2,167,69
22514,2,166,65
18447,1,168,64
15184,1,167,61
16282,1,170,74
23241,1,165,84
18304,2,165,70
23236,1,156,120
21180,2,176,93
18914,1,169,81
22707,2,174,74
20442,2,169,81
18082,1,192,91
22606,2,173,69
16845,2,170,65
21333,2,170,70
20560,1,165,76
18910,1,160,69
14698,2,164,76
18191,2,162,63
18211,2,169,82
17465,2,168,105
19401,1,168,60
19905,2,174,98
15852,1,160,65
21833,2,156,63
22804,2,168,80
18922,1,160,63
14366,2,181,76
14717,1,160,56
21426,2,174,87
19583,1,153,80
23340,1,170,88
23296,1,155,86
15375,1,158,50
20534,1,166,57
15948,2,171,102
20430,1,169,102
16690,2,178,66
17382,1,168,84
22755,2,166,107
19509,2,166,66
19179,1,165,78
23113,2,169,118
19737,2,169,83
19694,1,154,62
14419,1,154,60
17418,2,171,70
19926,1,156,61
16003,1,171,57
22736,1,161,58
19697,2,169,86
20915,1,162,94
21222,1,169,68
16641,1,157,70
18265,1,166,70
20386,2,167,68
15236,2,164,77
18429,2,176,71
22801,1,165,102
22851,1,153,75
20223,1,160,62
19171,1,150,47
20618,1,150,62
20976,2,169,81
21142,1,151,57
19660,1,163,66
19902,1,161,64
21177,1,153,73
15305,2,169,97
21044,1,165,65
18337,1,160,86
20413,1,156,65
17442,2,169,81
19043,2,170,62
22932,2,175,80
20926,2,182,115
14559,1,165,62
22027,2,168,72
16127,2,170,63
18893,2,170,76
16018,2,179,60
19213,1,163,75
20221,2,158,65
19629,1,171,69
16637,2,167,75
21754,1,159,69
19633,1,169,65
15336,1,159,65
20554,1,170,80
15641,1,172,67
22704,1,154,75
14718,1,171,58
15864,2,174,87
17454,1,163,83
19689,2,169,60
19542,1,161,94
20335,1,157,105
16786,1,178,97
19816,1,166,109
20734,1,164,136
21402,1,167,75
18139,1,155,94
17403,1,167,69
20522,1,164,89
19491,1,160,64
21196,1,156,65
20573,1,156,70
20298,1,155,76
18864,1,156,56
22025,1,161,86
23419,2,168,77
21787,1,156,65
19633,1,155,64
21244,2,172,68
21722,1,156,80
17563,2,164,56
21261,2,164,78
21327,1,164,63
19276,2,172,69
15087,2,171,65
19525,1,165,60
15910,2,173,84
22081,1,162,74
16069,1,140,44
18335,2,175,72
21157,1,163,75
15992,2,174,93
14838,1,167,76
18925,1,165,97
21977,1,168,78
21601,1,162,64
20410,1,168,80
20218,1,158,104
21773,1,164,60
21949,1,168,62
14521,2,163,63
19467,1,165,76
16840,1,152,60
18271,1,165,56
21279,1,162,75
20408,1,166,106
20368,2,174,89
15906,1,165,55
19629,1,157,79
14877,2,168,70
20237,2,175,64
18919,1,173,67
23156,1,158,80
18963,1,158,65
15334,1,169,68
20611,2,180,87
18884,1,167,97
17695,1,168,55
20585,1,167,69
19744,2,168,79
18054,2,172,67
22727,2,172,74
18141,1,154,90
14410,2,162,70
19645,1,161,92
20497,2,180,75
21804,2,163,68
18923,1,158,68
18978,2,170,73
16073,1,165,65
18213,1,158,50
20390,1,150,80
21181,1,158,72
14605,2,165,74
21973,1,160,65
22389,1,155,78
22732,2,176,114
17419,2,165,91
20270,1,165,80
16032,2,168,70
19052,1,160,61
22698,1,160,75
16843,2,172,78
18223,1,160,76
15848,2,170,75
18892,2,168,81
23177,1,171,76
23427,1,169,89
18195,2,160,60
19753,1,175,78
22851,1,178,78
21227,2,169,86
21887,1,166,97
20370,2,181,81
21238,2,166,58
20437,2,177,85
18251,1,165,95
15239,2,172,101
19641,1,155,51
21254,2,178,91
15454,2,170,64
21889,1,160,70
21956,1,164,71
23434,2,170,64
20303,1,160,55
21012,2,164,63
16567,1,165,92
23422,1,165,65
20998,2,176,80
18922,1,163,65
20500,1,161,70
18875,2,180,74
14560,2,185,88
19036,1,158,85
18747,1,168,65
14686,1,160,58
19546,1,160,74
19721,1,150,79
17428,1,150,80
21331,1,163,102
23338,1,161,75
19779,1,157,82
20959,2,166,60
18035,2,170,70
21165,2,162,74
15433,2,173,93
21212,1,156,89
18260,1,167,70
17231,1,165,65
18303,1,160,75
23276,2,158,69
22643,1,152,58
19726,1,156,60
21065,1,156,118
21648,2,164,69
14493,1,153,48
21196,2,171,75
23407,1,144,75
15328,2,165,63
18517,2,172,78
19617,1,165,65
16110,1,164,80
22202,2,160,65
16086,1,177,109
16647,1,156,80
18982,1,165,60
18200,2,166,75
18348,1,162,108
18940,1,175,86
18322,1,163,78
18298,1,165,65
19088,1,168,89
19816,1,159,81
18281,2,170,72
20287,1,169,62
18529,1,167,59
17433,1,163,60
16809,1,165,92
16618,1,157,53
18517,1,158,63
15250,1,157,66
14329,1,168,50
16129,2,168,68
20631,1,154,57
22639,2,161,55
23598,2,173,111
14717,1,172,91
16782,2,170,92
21124,1,170,89
17388,1,145,48
20970,1,159,79
18864,1,159,68
15234,1,162,70
22713,1,168,85
23383,1,160,75
16088,2,172,78
17429,1,162,65
18796,2,167,70
15375,2,165,68
16756,1,161,65
19514,1,160,85
15942,1,170,68
18197,1,171,75
23218,1,164,62
18046,2,172,64
18867,2,179,82
18814,1,165,80
21237,1,161,45
17726,1,169,74
16212,1,161,79
15397,1,182,82
19949,1,165,69
22502,1,169,64
21184,2,180,93
16935,2,161,58
22588,1,158,59
17965,2,180,84
18377,1,164,68
14722,2,179,68
14435,2,178,111
15457,1,150,50
21953,1,165,65
18714,1,163,83
21733,2,165,76
17442,2,157,77
21235,2,165,83
15375,1,169,68
19598,2,170,63
20574,1,162,78
21230,2,166,80
21878,1,159,86
20888,2,173,92
15852,2,172,85
20713,2,179,79
21772,1,161,112
14664,1,152,70
21719,1,155,85
16301,1,168,73
14621,1,170,80
16675,1,163,61
20365,1,162,70
16602,2,159,61
18266,2,160,58
18085,1,167,69
23395,1,161,84
21067,1,172,70
20501,1,158,76
19062,1,155,53
19522,2,165,63
19734,1,167,77
15433,2,170,80
22660,2,158,58
14759,2,180,78
17403,1,158,62
21067,1,164,112
21213,1,165,72
21932,1,160,70
18307,1,154,87
15526,2,158,57
18438,1,170,78
22104,1,159,76
15913,2,168,66
16794,1,162,82
21864,1,145,43
21983,1,160,55
17606,1,165,68
15995,2,174,108
21730,1,155,56
19714,1,162,84
20308,1,168,74
21099,2,170,93
22533,2,170,68
21234,1,153,78
21257,1,165,69
19135,1,174,65
15502,1,170,73
18047,1,169,69
19524,1,156,79
23512,1,163,60
19668,1,158,53
19152,1,155,56
23274,1,198,85
19666,2,169,58
18253,2,158,62
19624,1,165,65
16657,2,178,82
15338,1,162,65
18170,2,172,74
18946,1,179,85
16865,1,156,49
22726,2,175,98
15851,1,158,60
21273,1,170,70
18360,1,160,54
19548,1,155,76
16071,1,168,92
20318,1,154,48
21929,2,172,76
16170,2,154,55
22536,1,162,94
18296,1,161,64
16855,1,168,67
18236,2,183,90
20554,1,153,76
19789,1,156,57
17394,2,172,80
14475,2,170,86
22478,2,170,75
17535,1,154,60
23443,2,162,87
15174,2,174,104
19653,1,158,50
22491,1,156,60
21871,1,150,78
15566,2,174,69
15136,1,165,79
23315,1,168,63
23109,1,160,75
23602,2,168,65
21864,2,168,102
15294,1,155,48
18976,1,165,69
22721,1,158,70
22044,1,150,44
22487,1,154,65
19052,1,160,73
17416,2,175,57
20440,1,158,57
17383,1,168,62
20269,1,158,96
19151,1,158,78
17377,1,160,69
23385,1,168,70
19190,1,159,64
16018,1,164,80
18198,1,153,59
21134,1,156,61
20562,1,165,65
18299,1,160,59
19961,1,161,80
21391,2,175,85
16011,2,165,75
19229,1,160,62
20463,1,162,93
20445,2,162,56
21876,2,173,93
18935,2,156,56
14840,1,152,70
16112,1,169,80
21049,1,160,82
20480,1,159,56
18991,1,158,68
23294,1,167,64
22744,2,175,86
21788,1,150,70
19024,1,168,66
16096,1,158,84
16501,1,165,60
19811,1,166,82
14362,1,156,52
18929,1,165,70
19243,2,167,91
18843,1,168,59
20399,2,178,91
16756,1,157,63
18975,2,164,63
21185,2,185,87
22681,1,160,92
16137,1,164,62
22704,2,177,75
21827,2,155,70
19806,2,172,75
16833,2,180,75
16865,2,165,58
18936,1,165,75
20217,1,160,73
20338,1,160,82
17540,1,168,75
15274,2,172,74
23388,2,169,66
16926,2,161,58
22703,1,167,89
18321,2,176,102
22543,1,146,54
21048,1,146,65
15416,1,158,58
21158,1,168,70
16203,1,175,85
17309,1,163,119
15470,2,180,92
14860,1,169,62
17626,2,169,80
20381,1,198,89
21902,1,158,72
15543,2,172,70
20444,1,172,74
19833,1,160,75
16053,1,156,73
21787,1,153,40
22797,2,178,62
